region;code;year;type;latitude;longitude;zone_beginning;landmark_settlement;date_beginning;area_beginning;date_end;area_total;area_forest
Ханты-Мансийский автономный округ — Югра;к-322   (11330);2000;Лесные;60.30611111111111;72.0111111111111;Авиационный мониторинг;н.п. Куть-Ях;22.04.2000;48;22.04.2000;48;27
Ханты-Мансийский автономный округ — Югра;к-29   (19038);2000;Лесные;61.51;72.75694444444444;Авиационный мониторинг;н.п. Солкино;12.05.2000;86;12.05.2000;86;6
Ханты-Мансийский автономный округ — Югра;к-59   (19238);2000;Лесные;60.803888888888885;78.53694444444444;Авиационный мониторинг;н.п. Лапчинская;14.05.2000;48;14.05.2000;48;14
Ханты-Мансийский автономный округ — Югра;к-313   (20642);2000;Лесные;60.956944444444446;71.25888888888889;Авиационный мониторинг;н.п. Лемпино;25.05.2000;48;25.05.2000;48;31
Ханты-Мансийский автономный округ — Югра;к-226   (20643);2000;Лесные;60.88305555555556;71.81194444444444;Авиационный мониторинг;н.п. Мушкины;25.05.2000;48;29.06.2000;124;22
Ханты-Мансийский автономный округ — Югра;к-132   (21024);2000;Лесные;62.95805555555556;68.78805555555556;Авиационный мониторинг;н.п. Помут;28.05.2000;83;28.05.2000;125;36
Ханты-Мансийский автономный округ — Югра;к-5   (21027);2000;Лесные;61.83888888888889;63.465;Авиационный мониторинг;н.п. Релейный;28.05.2000;48;28.05.2000;48;13
Ханты-Мансийский автономный округ — Югра;к-11   (21108);2000;Лесные;62.16;65.32305555555556;Авиационный мониторинг;н.п. СМОЛОКУРКА;29.05.2000;48;29.05.2000;48;44
Ханты-Мансийский автономный округ — Югра;к-320   (21147);2000;Лесные;62.92611111111111;68.77388888888889;Авиационный мониторинг;н.п.;30.05.2000;48;01.06.2000;143;22
Ханты-Мансийский автономный округ — Югра;к-156   (21155);2000;Лесные;62.94305555555555;68.74694444444445;Авиационный мониторинг;н.п. Помут;30.05.2000;48;30.05.2000;48;9
Ханты-Мансийский автономный округ — Югра;к-135   (21210);2000;Лесные;62.05111111111111;65.83805555555556;Авиационный мониторинг;н.п.;31.05.2000;89;31.05.2000;89;80
Ханты-Мансийский автономный округ — Югра;к-23   (21592);2000;Лесные;63.21888888888889;66.59388888888888;Авиационный мониторинг;н.п. Лыхма;03.06.2000;48;03.06.2000;48;36
Ханты-Мансийский автономный округ — Югра;к-237   (21593);2000;Лесные;62.46194444444445;65.58388888888888;Авиационный мониторинг;н.п. Ламский;03.06.2000;92;03.06.2000;92;4
Ханты-Мансийский автономный округ — Югра;к-27   (21691);2000;Лесные;62.528888888888886;73.90194444444445;Космический мониторинг 2 уровня (неохраняемая терр.);н.п. Ингуягун;04.06.2000;48;04.06.2000;48;1
Ханты-Мансийский автономный округ — Югра;к-324   (21692);2000;Лесные;61.60388888888889;73.83999999999999;Авиационный мониторинг;н.п. ФЕДОРОВСКИЙ;04.06.2000;84;04.06.2000;84;13
Ханты-Мансийский автономный округ — Югра;к-55   (21772);2000;Лесные;62.35;75.85305555555556;Космический мониторинг 2 уровня (неохраняемая терр.);н.п. Повховский;05.06.2000;48;28.06.2000;127;1
Ханты-Мансийский автономный округ — Югра;к-42   (22214);2000;Лесные;60.801944444444445;78.53111111111112;Авиационный мониторинг;н.п. Лапчинская;10.06.2000;48;30.07.2000;112;47
Ханты-Мансийский автономный округ — Югра;к-273   (22560);2000;Лесные;58.8;65.94305555555556;Авиационный мониторинг;н.п. КУМИНСКИЙ;12.06.2000;48;12.06.2000;48;44
Ханты-Мансийский автономный округ — Югра;к-252   (22861);2000;Лесные;61.12111111111111;74.94500000000001;Авиационный мониторинг;н.п. Локосово;15.06.2000;82;15.06.2000;82;14
Ханты-Мансийский автономный округ — Югра;к-69   (23478);2000;Лесные;60.78194444444444;72.86194444444443;Авиационный мониторинг;н.п. ПЫТЬ-ЯХ;18.06.2000;48;20.06.2000;63;24
Ханты-Мансийский автономный округ — Югра;к-196   (23623);2000;Лесные;61.543055555555554;78.70305555555557;Авиационный мониторинг;н.п. Колекъеган;19.06.2000;48;19.06.2000;48;6
Ханты-Мансийский автономный округ — Югра;к-95   (23717);2000;Лесные;60.14111111111111;67.75194444444445;Авиационный мониторинг;н.п. Кососор;20.06.2000;48;22.06.2000;157;7
Ханты-Мансийский автономный округ — Югра;к-53   (23718);2000;Лесные;60.33305555555556;64.73388888888888;Авиационный мониторинг;н.п. Сухой-Бор;20.06.2000;48;20.06.2000;48;1
Ханты-Мансийский автономный округ — Югра;к-258   (23813);2000;Лесные;60.04888888888889;69.18805555555556;Авиационный мониторинг;н.п. Ярка;21.06.2000;48;21.06.2000;48;11
Ханты-Мансийский автономный округ — Югра;к-209   (24752);2000;Лесные;62.43111111111111;78.41888888888889;Авиационный мониторинг;н.п. Тагринский;24.06.2000;48;25.06.2000;116;7
Ханты-Мансийский автономный округ — Югра;к-319   (24754);2000;Лесные;62.53111111111111;73.89194444444445;Космический мониторинг 2 уровня (неохраняемая терр.);н.п. Ингуягун;24.06.2000;48;29.06.2000;86;24
Ханты-Мансийский автономный округ — Югра;к-325   (24756);2000;Лесные;62.23194444444445;69.00888888888889;Космический мониторинг 1 уровня (авиационная охрана);н.п. Пыжьян;24.06.2000;48;28.06.2000;258;113
Ханты-Мансийский автономный округ — Югра;к-195   (24757);2000;Лесные;62.00305555555556;65.85388888888889;Авиационный мониторинг;н.п.;24.06.2000;48;26.06.2000;136;97
Ханты-Мансийский автономный округ — Югра;к-43   (24759);2000;Лесные;60.605;67.1738888888889;Авиационный мониторинг;н.п. Вынтья;24.06.2000;180;24.06.2000;216;131
Ханты-Мансийский автономный округ — Югра;к-103   (24832);2000;Лесные;63.473888888888894;70.80194444444444;Космический мониторинг 1 уровня (авиационная охрана);н.п. Рандымова;24.06.2000;48;24.06.2000;48;12
Ханты-Мансийский автономный округ — Югра;к-302   (24874);2000;Лесные;62.00888888888889;80.01694444444445;Авиационный мониторинг;н.п. Колекъеган;25.06.2000;202;28.06.2000;4297;7
Ханты-Мансийский автономный округ — Югра;к-244   (24929);2000;Лесные;63.46805555555556;70.84888888888888;Космический мониторинг 1 уровня (авиационная охрана);н.п. Рандымова;25.06.2000;85;26.06.2000;252;68
Ханты-Мансийский автономный округ — Югра;к-304   (24930);2000;Лесные;63.38611111111111;69.69805555555556;Космический мониторинг 1 уровня (авиационная охрана);н.п. Юильск;25.06.2000;48;26.06.2000;94;33
Ханты-Мансийский автономный округ — Югра;к-279   (24933);2000;Лесные;60.026944444444446;67.37694444444443;Авиационный мониторинг;н.п. Зимняя Каурья;25.06.2000;90;26.06.2000;94;1
Ханты-Мансийский автономный округ — Югра;к-281   (25016);2000;Лесные;62.61;74.31888888888888;Космический мониторинг 2 уровня (неохраняемая терр.);н.п. Ингуягун;26.06.2000;48;26.06.2000;48;8
Ханты-Мансийский автономный округ — Югра;к-161   (25019);2000;Лесные;60.61694444444444;72.64805555555556;Авиационный мониторинг;н.п. Южный Балык;26.06.2000;48;26.06.2000;48;3
Ханты-Мансийский автономный округ — Югра;к-126   (25080);2000;Лесные;63.75194444444445;66.55194444444444;Авиационный мониторинг;н.п. БЕЛОЯРСКИЙ;26.06.2000;55;01.07.2000;313;7
Ханты-Мансийский автономный округ — Югра;к-50   (25272);2000;Лесные;62.42805555555555;74.32305555555556;Космический мониторинг 2 уровня (неохраняемая терр.);н.п. Когалым;29.06.2000;48;29.06.2000;48;1
Ханты-Мансийский автономный округ — Югра;к-102   (25274);2000;Лесные;62.25194444444445;70.55694444444444;Космический мониторинг 1 уровня (авиационная охрана);н.п. Верх.Лямино;29.06.2000;48;29.06.2000;48;4
Ханты-Мансийский автономный округ — Югра;к-274   (25315);2000;Лесные;61.10194444444445;66.33111111111111;Авиационный мониторинг;н.п.;29.06.2000;48;02.07.2000;405;131
Ханты-Мансийский автономный округ — Югра;к-48   (25316);2000;Лесные;63.61111111111112;69.19111111111111;Авиационный мониторинг;н.п. Юильск;29.06.2000;48;01.07.2000;246;26
Ханты-Мансийский автономный округ — Югра;к-140   (25351);2000;Лесные;62.53;63.026944444444446;Авиационный мониторинг;н.п. Узюм-Юганская;30.06.2000;82;30.06.2000;82;48
Ханты-Мансийский автономный округ — Югра;к-177   (25366);2000;Лесные;60.665;73.04305555555555;Авиационный мониторинг;н.п. Южный Балык;01.07.2000;48;01.07.2000;48;4
Ханты-Мансийский автономный округ — Югра;к-271   (25524);2000;Лесные;60.78194444444444;72.86611111111111;Авиационный мониторинг;н.п. ПЫТЬ-ЯХ;03.07.2000;48;03.07.2000;48;16
Ханты-Мансийский автономный округ — Югра;к-127   (26390);2000;Лесные;62.87305555555555;66.03388888888888;Авиационный мониторинг;н.п. Шеркальский;09.07.2000;48;28.07.2000;13007;1103
Ханты-Мансийский автономный округ — Югра;к-65   (26556);2000;Лесные;63.69888888888889;66.79194444444444;Авиационный мониторинг;н.п. Кислар;10.07.2000;96;10.07.2000;152;5
Ханты-Мансийский автономный округ — Югра;к-185   (26557);2000;Лесные;63.31388888888888;66.69111111111111;Авиационный мониторинг;н.п. Лыхма;10.07.2000;48;22.07.2000;5031;64
Ханты-Мансийский автономный округ — Югра;к-290   (26776);2000;Лесные;62.11194444444445;65.35305555555556;Авиационный мониторинг;н.п. СМОЛОКУРКА;11.07.2000;48;11.07.2000;48;17
Ханты-Мансийский автономный округ — Югра;к-58   (26910);2000;Лесные;65.1888888888889;61.871944444444445;Авиационный мониторинг;н.п.;11.07.2000;48;23.07.2000;476;27
Ханты-Мансийский автономный округ — Югра;к-276   (27016);2000;Лесные;63.93805555555555;68.99888888888889;Авиационный мониторинг;н.п. Сосновская;12.07.2000;48;12.07.2000;48;4
Ханты-Мансийский автономный округ — Югра;к-81   (27017);2000;Лесные;62.335;73.48111111111112;Космический мониторинг 1 уровня (авиационная охрана);н.п. Русскинская;12.07.2000;48;12.07.2000;71;2
Ханты-Мансийский автономный округ — Югра;к-267   (27037);2000;Лесные;61.11805555555556;66.33999999999999;Авиационный мониторинг;н.п.;12.07.2000;136;22.07.2000;182;18
Ханты-Мансийский автономный округ — Югра;к-164   (27253);2000;Лесные;63.47888888888889;66.48194444444445;Авиационный мониторинг;н.п. Мазямы;13.07.2000;84;23.07.2000;917;232
Ханты-Мансийский автономный округ — Югра;к-216   (27255);2000;Лесные;63.028055555555554;66.33888888888889;Авиационный мониторинг;н.п. Лыхма;13.07.2000;83;24.07.2000;1317;114
Ханты-Мансийский автономный округ — Югра;к-299   (27257);2000;Лесные;60.88;71.81;Авиационный мониторинг;н.п. Мушкины;13.07.2000;48;13.07.2000;48;4
Ханты-Мансийский автономный округ — Югра;к-25   (27259);2000;Лесные;60.28194444444444;67.54388888888889;Авиационный мониторинг;н.п. Вынтья;13.07.2000;81;15.07.2000;124;41
Ханты-Мансийский автономный округ — Югра;к-312   (27429);2000;Лесные;62.00388888888889;65.8561111111111;Авиационный мониторинг;н.п.;13.07.2000;48;25.07.2000;175;127
Ханты-Мансийский автономный округ — Югра;к-173   (27468);2000;Лесные;61.91305555555555;65.33694444444444;Авиационный мониторинг;н.п. СМОЛОКУРКА;14.07.2000;48;15.07.2000;70;70
Ханты-Мансийский автономный округ — Югра;к-277   (27469);2000;Лесные;61.848888888888894;65.06611111111111;Авиационный мониторинг;н.п. Пантынг;14.07.2000;48;23.07.2000;206;166
Ханты-Мансийский автономный округ — Югра;к-19   (27729);2000;Лесные;61.77194444444444;73.86;Авиационный мониторинг;н.п. Ермаково;15.07.2000;83;15.07.2000;83;2
Ханты-Мансийский автономный округ — Югра;к-15   (27730);2000;Лесные;61.89611111111111;65.27111111111111;Авиационный мониторинг;н.п. СМОЛОКУРКА;15.07.2000;87;18.07.2000;102;93
Ханты-Мансийский автономный округ — Югра;к-33   (27731);2000;Лесные;61.18388888888889;66.44611111111111;Авиационный мониторинг;н.п.;15.07.2000;93;15.07.2000;93;30
Ханты-Мансийский автономный округ — Югра;к-314   (27988);2000;Лесные;64.77194444444444;60.71805555555556;Авиационный мониторинг;н.п.;16.07.2000;48;21.07.2000;286;91
Ханты-Мансийский автономный округ — Югра;к-160   (27989);2000;Лесные;64.4088888888889;62.371944444444445;Авиационный мониторинг;н.п. Хулга;16.07.2000;48;26.07.2000;3606;756
Ханты-Мансийский автономный округ — Югра;к-150   (27991);2000;Лесные;63.971944444444446;60.14111111111111;Авиационный мониторинг;н.п. Хошлог;16.07.2000;48;24.07.2000;218;37
Ханты-Мансийский автономный округ — Югра;к-201   (27996);2000;Лесные;63.14388888888889;62.255;Авиационный мониторинг;н.п. Бедкаш;16.07.2000;48;23.07.2000;238;93
Ханты-Мансийский автономный округ — Югра;к-99   (28195);2000;Лесные;63.08388888888889;66.53999999999999;Авиационный мониторинг;н.п. Лыхма;16.07.2000;48;16.07.2000;48;14
Ханты-Мансийский автономный округ — Югра;к-184   (28197);2000;Лесные;62.46388888888889;60.28;Авиационный мониторинг;н.п. Совлох;16.07.2000;48;17.07.2000;77;53
Ханты-Мансийский автономный округ — Югра;к-26   (28199);2000;Лесные;63.37388888888889;62.19111111111111;Авиационный мониторинг;н.п. Харасимпауль;16.07.2000;48;23.07.2000;324;76
Ханты-Мансийский автономный округ — Югра;к-249   (28200);2000;Лесные;63.98805555555556;60.69888888888889;Авиационный мониторинг;н.п. Хошлог;16.07.2000;48;18.07.2000;88;10
Ханты-Мансийский автономный округ — Югра;к-259   (28201);2000;Лесные;64.38805555555557;61.81888888888889;Авиационный мониторинг;н.п. Ясунт;16.07.2000;82;20.07.2000;323;195
Ханты-Мансийский автономный округ — Югра;к-146   (28204);2000;Лесные;64.935;61.07;Авиационный мониторинг;н.п.;16.07.2000;48;24.07.2000;1574;54
Ханты-Мансийский автономный округ — Югра;к-122   (28261);2000;Лесные;63.97694444444445;67.10888888888888;Авиационный мониторинг;н.п. Казым;17.07.2000;48;23.07.2000;1038;43
Ханты-Мансийский автономный округ — Югра;к-4   (28262);2000;Лесные;64.165;64.32111111111111;Авиационный мониторинг;н.п. Тутлейм;17.07.2000;191;23.07.2000;342;230
Ханты-Мансийский автономный округ — Югра;к-240   (28263);2000;Лесные;63.49388888888889;66.48;Авиационный мониторинг;н.п. Мазямы;17.07.2000;48;17.07.2000;48;9
Ханты-Мансийский автономный округ — Югра;к-90   (28283);2000;Лесные;63.573888888888895;66.74888888888889;Авиационный мониторинг;н.п. Кислар;17.07.2000;59;22.07.2000;117;23
Ханты-Мансийский автономный округ — Югра;к-154   (28286);2000;Лесные;64.745;61.31194444444444;Авиационный мониторинг;н.п.;17.07.2000;48;24.07.2000;147;52
Ханты-Мансийский автономный округ — Югра;к-31   (28291);2000;Лесные;64.02305555555556;60.28611111111111;Авиационный мониторинг;н.п. Хошлог;17.07.2000;48;18.07.2000;83;1
Ханты-Мансийский автономный округ — Югра;к-236   (28292);2000;Лесные;63.55111111111111;60.57;Авиационный мониторинг;н.п. Воленпауль;17.07.2000;48;17.07.2000;48;6
Ханты-Мансийский автономный округ — Югра;к-326   (28614);2000;Лесные;62.38194444444444;60.00805555555556;Авиационный мониторинг;н.п. Усть-Манья;17.07.2000;48;20.07.2000;165;61
Ханты-Мансийский автономный округ — Югра;к-86   (28740);2000;Лесные;63.88305555555556;68.50805555555556;Авиационный мониторинг;н.п. Сорумъегамкурт;18.07.2000;127;18.07.2000;127;3
Ханты-Мансийский автономный округ — Югра;к-94   (28743);2000;Лесные;64.235;63.57694444444445;Авиационный мониторинг;н.п. Мал.Шоганы;18.07.2000;82;26.07.2000;5965;598
Ханты-Мансийский автономный округ — Югра;к-213   (28744);2000;Лесные;64.4388888888889;60.91;Авиационный мониторинг;н.п. Ясунт;18.07.2000;83;20.07.2000;183;41
Ханты-Мансийский автономный округ — Югра;к-180   (28745);2000;Лесные;63.975;60.723055555555554;Авиационный мониторинг;н.п. Верх.Хурумпауль;18.07.2000;48;19.07.2000;92;22
Ханты-Мансийский автономный округ — Югра;к-293   (28746);2000;Лесные;63.50111111111111;59.82305555555556;Авиационный мониторинг;н.п. Воленпауль;18.07.2000;48;19.07.2000;80;46
Ханты-Мансийский автономный округ — Югра;к-263   (28747);2000;Лесные;62.138888888888886;64.93305555555555;Авиационный мониторинг;н.п. СМОЛОКУРКА;18.07.2000;48;26.07.2000;673;50
Ханты-Мансийский автономный округ — Югра;к-211   (28794);2000;Лесные;64.00888888888889;60.34805555555556;Авиационный мониторинг;н.п. Хошлог;18.07.2000;63;18.07.2000;63;62
Ханты-Мансийский автономный округ — Югра;к-286   (28952);2000;Лесные;61.76611111111111;65.95;Авиационный мониторинг;н.п. Рыбная Речка;18.07.2000;48;23.07.2000;467;179
Ханты-Мансийский автономный округ — Югра;к-130   (28956);2000;Лесные;63.47805555555556;59.82194444444445;Авиационный мониторинг;н.п. Воленпауль;18.07.2000;90;19.07.2000;152;38
Ханты-Мансийский автономный округ — Югра;к-168   (29030);2000;Лесные;64.18388888888889;69.55888888888889;Авиационный мониторинг;н.п. Сосновская;19.07.2000;48;19.07.2000;48;1
Ханты-Мансийский автономный округ — Югра;к-239   (29031);2000;Лесные;64.19888888888889;69.09194444444444;Авиационный мониторинг;н.п. Сорум;19.07.2000;48;24.07.2000;459;53
Ханты-Мансийский автономный округ — Югра;к-266   (29032);2000;Лесные;63.53888888888888;69.0961111111111;Авиационный мониторинг;н.п. Помут;19.07.2000;48;22.07.2000;260;1
Ханты-Мансийский автономный округ — Югра;к-225   (29034);2000;Лесные;62.24305555555556;70.24805555555555;Космический мониторинг 1 уровня (авиационная охрана);н.п. Верх.Лямино;19.07.2000;68;20.07.2000;129;3
Ханты-Мансийский автономный округ — Югра;к-247   (29035);2000;Лесные;61.42305555555555;76.16305555555556;Авиационный мониторинг;н.п. ВЫСОКИЙ;19.07.2000;48;03.08.2000;98;47
Ханты-Мансийский автономный округ — Югра;к-124   (29036);2000;Лесные;59.87111111111111;68.7538888888889;Авиационный мониторинг;н.п. Болчары;19.07.2000;89;19.07.2000;89;29
Ханты-Мансийский автономный округ — Югра;к-182   (29056);2000;Лесные;64.78694444444444;62.36305555555556;Авиационный мониторинг;н.п. Хулга;19.07.2000;48;24.07.2000;808;149
Ханты-Мансийский автономный округ — Югра;к-283   (29060);2000;Лесные;64.03805555555556;60.27194444444444;Авиационный мониторинг;н.п. Щекурья;19.07.2000;48;19.07.2000;48;15
Ханты-Мансийский автономный округ — Югра;к-51   (29061);2000;Лесные;64.01;60.29111111111111;Авиационный мониторинг;н.п. Хошлог;19.07.2000;48;19.07.2000;48;33
Ханты-Мансийский автономный округ — Югра;к-35   (29062);2000;Лесные;63.965;60.19194444444444;Авиационный мониторинг;н.п. Хошлог;19.07.2000;48;19.07.2000;48;13
Ханты-Мансийский автономный округ — Югра;к-98   (29067);2000;Лесные;63.45388888888889;59.825;Авиационный мониторинг;н.п. Воленпауль;19.07.2000;48;19.07.2000;48;28
Ханты-Мансийский автономный округ — Югра;к-155   (29265);2000;Лесные;64.17805555555556;69.4088888888889;Авиационный мониторинг;н.п. Сосновская;20.07.2000;48;31.07.2000;569;7
Ханты-Мансийский автономный округ — Югра;к-91   (29268);2000;Лесные;64.02888888888889;66.92194444444445;Авиационный мониторинг;н.п. Кислар;20.07.2000;48;24.07.2000;1401;96
Ханты-Мансийский автономный округ — Югра;к-296   (29270);2000;Лесные;63.926944444444445;67.17;Авиационный мониторинг;н.п. Казым;20.07.2000;48;23.07.2000;380;28
Ханты-Мансийский автономный округ — Югра;к-96   (29271);2000;Лесные;63.77;67.26388888888889;Авиационный мониторинг;н.п. Казым;20.07.2000;190;22.07.2000;276;4
Ханты-Мансийский автономный округ — Югра;к-169   (29273);2000;Лесные;63.11611111111111;69.25805555555556;Авиационный мониторинг;н.п. Помут;20.07.2000;48;22.07.2000;68;3
Ханты-Мансийский автономный округ — Югра;к-71   (29275);2000;Лесные;62.46805555555556;70.71611111111112;Космический мониторинг 1 уровня (авиационная охрана);н.п. Кетчемова;20.07.2000;48;31.07.2000;218;10
Ханты-Мансийский автономный округ — Югра;к-190   (29276);2000;Лесные;63.05111111111111;66.95111111111112;Авиационный мониторинг;н.п. Лыхма;20.07.2000;89;24.07.2000;172;41
Ханты-Мансийский автономный округ — Югра;к-144   (29277);2000;Лесные;62.96194444444445;66.94388888888889;Авиационный мониторинг;н.п. Лыхма;20.07.2000;48;31.07.2000;597;79
Ханты-Мансийский автономный округ — Югра;к-282   (29279);2000;Лесные;62.765;67.33805555555556;Авиационный мониторинг;н.п.;20.07.2000;85;24.07.2000;289;46
Ханты-Мансийский автономный округ — Югра;к-88   (29282);2000;Лесные;62.575;60.956944444444446;Авиационный мониторинг;н.п. Няксимволь;20.07.2000;48;20.07.2000;48;48
Ханты-Мансийский автономный округ — Югра;к-82   (29283);2000;Лесные;61.815;65.06388888888888;Авиационный мониторинг;н.п. Пантынг;20.07.2000;48;20.07.2000;48;29
Ханты-Мансийский автономный округ — Югра;к-199   (29284);2000;Лесные;61.68305555555556;65.985;Авиационный мониторинг;н.п. Рыбная Речка;20.07.2000;48;20.07.2000;48;35
Ханты-Мансийский автономный округ — Югра;к-152   (29285);2000;Лесные;62.16194444444445;61.16388888888888;Авиационный мониторинг;н.п. Суйпауль;20.07.2000;94;20.07.2000;94;59
Ханты-Мансийский автономный округ — Югра;к-316   (29469);2000;Лесные;64.66000000000001;62.39388888888889;Авиационный мониторинг;н.п. Хулга;20.07.2000;48;22.07.2000;133;22
Ханты-Мансийский автономный округ — Югра;к-256   (29583);2000;Лесные;64.16194444444444;69.65;Авиационный мониторинг;н.п. Сосновская;21.07.2000;48;22.07.2000;209;30
Ханты-Мансийский автономный округ — Югра;к-39   (29585);2000;Лесные;64.13611111111112;69.40305555555557;Авиационный мониторинг;н.п. Сосновская;21.07.2000;48;21.07.2000;48;27
Ханты-Мансийский автономный округ — Югра;к-287   (29611);2000;Лесные;63.81888888888889;68.04694444444445;Авиационный мониторинг;н.п. Потлан;21.07.2000;139;22.07.2000;174;9
Ханты-Мансийский автономный округ — Югра;к-45   (29612);2000;Лесные;63.903055555555554;66.68805555555556;Авиационный мониторинг;н.п. БЕЛОЯРСКИЙ;21.07.2000;91;23.07.2000;1292;79
Ханты-Мансийский автономный округ — Югра;к-41   (29613);2000;Лесные;64.73;62.50888888888889;Авиационный мониторинг;н.п. Хулга;21.07.2000;96;23.07.2000;313;62
Ханты-Мансийский автономный округ — Югра;к-308   (29614);2000;Лесные;64.72611111111111;61.31194444444444;Авиационный мониторинг;н.п.;21.07.2000;125;26.07.2000;209;77
Ханты-Мансийский автономный округ — Югра;к-157   (29620);2000;Лесные;63.25388888888889;64.94111111111111;Авиационный мониторинг;н.п. Ниж.Нарыкары;21.07.2000;82;23.07.2000;270;18
Ханты-Мансийский автономный округ — Югра;к-47   (29862);2000;Лесные;61.30888888888889;66.3561111111111;Авиационный мониторинг;н.п.;21.07.2000;48;22.07.2000;111;72
Ханты-Мансийский автономный округ — Югра;к-13   (29919);2000;Лесные;64.325;66.76888888888888;Авиационный мониторинг;н.п. Ванзеват;22.07.2000;93;23.07.2000;145;5
Ханты-Мансийский автономный округ — Югра;к-206   (29922);2000;Лесные;63.92805555555555;67.10111111111111;Авиационный мониторинг;н.п. Казым;22.07.2000;83;22.07.2000;88;13
Ханты-Мансийский автономный округ — Югра;к-17   (29923);2000;Лесные;63.84111111111111;67.70305555555557;Авиационный мониторинг;н.п. Верхнеказымский;22.07.2000;168;24.07.2000;987;64
Ханты-Мансийский автономный округ — Югра;к-264   (29925);2000;Лесные;63.77388888888889;66.98305555555555;Авиационный мониторинг;н.п. Кислар;22.07.2000;48;22.07.2000;128;4
Ханты-Мансийский автономный округ — Югра;к-61   (29926);2000;Лесные;63.50388888888889;68.93194444444445;Авиационный мониторинг;н.п. Помут;22.07.2000;81;25.07.2000;1455;61
Ханты-Мансийский автономный округ — Югра;к-203   (29927);2000;Лесные;63.55611111111111;66.99888888888889;Авиационный мониторинг;н.п. Кислар;22.07.2000;48;22.07.2000;48;26
Ханты-Мансийский автономный округ — Югра;к-315   (29928);2000;Лесные;63.21611111111111;68.96694444444445;Авиационный мониторинг;н.п. Помут;22.07.2000;48;24.07.2000;129;42
Ханты-Мансийский автономный округ — Югра;к-221   (29929);2000;Лесные;62.96388888888889;68.12694444444443;Авиационный мониторинг;н.п.;22.07.2000;82;31.07.2000;366;4
Ханты-Мансийский автономный округ — Югра;к-217   (29930);2000;Лесные;62.973055555555554;66.94805555555556;Авиационный мониторинг;н.п. Лыхма;22.07.2000;48;22.07.2000;48;18
Ханты-Мансийский автономный округ — Югра;к-250   (29931);2000;Лесные;62.44111111111111;70.6888888888889;Космический мониторинг 1 уровня (авиационная охрана);н.п. Кетчемова;22.07.2000;48;24.07.2000;58;25
Ханты-Мансийский автономный округ — Югра;к-106   (29932);2000;Лесные;62.87611111111112;67.24305555555556;Авиационный мониторинг;н.п. Стар.Моим;22.07.2000;149;30.07.2000;333;65
Ханты-Мансийский автономный округ — Югра;к-188   (29933);2000;Лесные;62.27388888888889;70.2761111111111;Космический мониторинг 1 уровня (авиационная охрана);н.п. Верх.Лямино;22.07.2000;115;31.07.2000;173;42
Ханты-Мансийский автономный округ — Югра;к-123   (30184);2000;Лесные;63.01;66.32305555555556;Авиационный мониторинг;н.п. Шеркальский;22.07.2000;48;22.07.2000;48;10
Ханты-Мансийский автономный округ — Югра;к-171   (30186);2000;Лесные;63.93694444444444;68.97305555555556;Авиационный мониторинг;н.п. Сосновская;22.07.2000;48;22.07.2000;48;14
Ханты-Мансийский автономный округ — Югра;к-151   (30194);2000;Лесные;64.67694444444444;62.56888888888889;Авиационный мониторинг;н.п. Хулга;22.07.2000;48;24.07.2000;410;107
Ханты-Мансийский автономный округ — Югра;к-167   (30266);2000;Лесные;64.49305555555556;66.18611111111112;Авиационный мониторинг;н.п. Соусланские;23.07.2000;48;23.07.2000;48;3
Ханты-Мансийский автономный округ — Югра;к-76   (30269);2000;Лесные;64.30611111111111;66.75694444444444;Авиационный мониторинг;н.п. Ванзеват;23.07.2000;48;23.07.2000;48;2
Ханты-Мансийский автономный округ — Югра;к-8   (30271);2000;Лесные;64.20305555555557;66.83;Авиационный мониторинг;н.п. Ванзеват;23.07.2000;48;23.07.2000;48;48
Ханты-Мансийский автономный округ — Югра;к-260   (30275);2000;Лесные;64.66888888888889;60.886944444444445;Авиационный мониторинг;н.п. Кедрасью;23.07.2000;48;23.07.2000;48;38
Ханты-Мансийский автономный округ — Югра;к-289   (30289);2000;Лесные;61.25;63.38;Авиационный мониторинг;н.п. КОМСОМОЛЬСКИЙ;23.07.2000;48;23.07.2000;48;8
Ханты-Мансийский автономный округ — Югра;к-115   (30403);2000;Лесные;63.82611111111112;66.69194444444445;Авиационный мониторинг;н.п. Кислар;23.07.2000;64;24.07.2000;99;51
Ханты-Мансийский автономный округ — Югра;к-85   (30408);2000;Лесные;60.44694444444444;63.28111111111111;Авиационный мониторинг;н.п. Полынья;23.07.2000;48;23.07.2000;48;35
Ханты-Мансийский автономный округ — Югра;к-268   (30410);2000;Лесные;64.94888888888889;61.32194444444445;Авиационный мониторинг;н.п.;23.07.2000;48;24.07.2000;105;54
Ханты-Мансийский автономный округ — Югра;к-79   (30472);2000;Лесные;63.973055555555554;67.19388888888889;Авиационный мониторинг;н.п. Хуллор;24.07.2000;48;24.07.2000;48;6
Ханты-Мансийский автономный округ — Югра;к-114   (30473);2000;Лесные;62.553888888888885;67.04305555555555;Авиационный мониторинг;н.п. Стар.Моим;24.07.2000;48;30.07.2000;127;4
Ханты-Мансийский автономный округ — Югра;к-323   (30474);2000;Лесные;62.12888888888889;70.3761111111111;Космический мониторинг 1 уровня (авиационная охрана);н.п. Верх.Лямино;24.07.2000;48;24.07.2000;48;19
